uid,civilite,prenom,nom,date_naissance,ville_naissance,groupe_politique,departement,circonscription,profession_declaree,insee_cat_socpro,insee_fam_socpro,wikidata_url,frwiki_url,plus_haut_diplome,domaines_etudes,a_travaille_prive,a_travaille_public,carriere_politique_seule,profil_carriere,confiance,notes
PA793158,M.,José,Beaurain,1971-07-27,Chauny,Rassemblement National,Aisne,4,Artisan,Artisans,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q112637895,https://fr.wikipedia.org/wiki/Jos%C3%A9_Beaurain,bac_ou_moins,autre,1,0,0,prive_uniquement,moyenne,"Titulaire d'un CAP, exercice indépendant comme accordeur de piano et pianiste."
PA642935,M.,Olivier,Becht,1976-04-28,Strasbourg,Ensemble pour la République,Haut-Rhin,5,Magistrat,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30348845,https://fr.wikipedia.org/wiki/Olivier_Becht,bac+5,sciences politiques | droit,0,1,0,public_uniquement,haute,
PA720362,M.,Belkhir,Belhaddad,1969-07-09,Timgad,Socialistes et apparentés,Moselle,1,Industriel-Chef d'entreprise,Chefs d'entreprise de plus de 10 personnes,"Artisans, commerçants et chefs d'entreprise",http://www.wikidata.org/entity/Q30348849,https://fr.wikipedia.org/wiki/Belkhir_Belhaddad,inconnu,,1,1,0,mixte_public_prive,haute,"Sa déclaration HATVP documente précisément deux activités : chef d'entreprise (Gem Energy Services, créée en 2012, activité de conseil RSE) et enseignant en STAPS et management de l'immobilier à l'université de Lorraine depuis 2019 (poste public). Wikipédia mentionne un 'passage par l'université de Metz' (Wikidata) mais aucun diplôme précis n'est confirmé par une source vérifiée ; le fait qu'il enseigne à l'université ne prouve pas à lui seul un diplôme spécifique (enseignement possible en tant que vacataire sur la base de l'expérience professionnelle), donc diplôme laissé à inconnu plutôt que déduit. - L'infobox du wikitext brut Wikipédia confirme (indépendamment de Wikidata) le champ « université = Université de Metz », donc deux sources convergent sur cet établissement fréquenté, mais ni l'une ni l'autre ne précise le diplôme obtenu ni la filière ; je l'ajoute donc comme établissement fréquenté avec diplôme et domaine « inconnu » plutôt que de risquer une invention. Le fait qu'il enseigne à l'université de Lorraine ne suffit pas à inférer un diplôme précis (vacation possible sur profil professionnel). Carrière confirmée en détail par le JSON HATVP local : Gem Energy Services (conseil RSE aux entreprises et collectivités) depuis 2012, activité non rémunérée selon la dernière déclaration ; enseignement à l'université de Lorraine depuis 2019."
PA842211,Mme,Béatrice,Bellay,1975-07-25,Villepinte,Socialistes et apparentés,Martinique,3,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q127220622,https://fr.wikipedia.org/wiki/B%C3%A9atrice_Bellay,bac+5,economie-gestion,0,1,0,public_uniquement,haute,"Profil professionnel en ligne (Viadeo) détaillant un parcours cohérent : bac économique (1994), maîtrise à Paris 1 Panthéon-Sorbonne (1994-1999) puis DESS de gestion des entreprises et des collectivités territoriales à l'UAG de Schœlcher (1999-2000, avec un complément 'International Management and Leadership' aux îles Vierges), soit un niveau bac+5. Carrière entièrement publique ensuite : DRH à la mairie de Schœlcher, chef de bureau juridique au Conseil général, puis directrice de services à la Communauté d'agglomération de l'Espace Sud — ce dernier poste confirmé indépendamment par sa déclaration HATVP (dates et rémunérations 2019-2024). Le domaine exact de la maîtrise Paris 1 n'est pas précisé par la source ; classé par prudence dans le même champ 'economie-gestion' que le DESS."
PA795362,Mme,Lisa,Belluco,1988-07-20,Metz,Écologiste et Social,Vienne,1,Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q112654007,https://fr.wikipedia.org/wiki/Lisa_Belluco,bac+5,ingenierie,0,1,0,public_uniquement,haute,
PA841657,Mme,Anaïs,Belouassa-Cherifi,1995-02-07,Thionville,La France insoumise - Nouveau Front Populaire,Rhône,1,(37) - Cadre administratif et commercial d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q126870256,https://fr.wikipedia.org/wiki/Ana%C3%AFs_Belouassa-Cherifi,bac+3_4,sciences politiques,0,0,0,politique_principalement,moyenne,"A aussi été éducatrice sportive, mais l'essentiel de son parcours documenté relève du militantisme et de la politique."
PA795454,M.,Karim,Ben Cheikh,1977-03-19,Tunis,Écologiste et Social,Français établis hors de France,9,Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q73414972,https://fr.wikipedia.org/wiki/Karim_Ben_Che%C3%AFkh,bac+5,sciences politiques | economie,0,1,0,public_uniquement,haute,Carrière de diplomate de carrière au ministère des Affaires étrangères avant son élection.
PA841315,M.,Karim,Benbrahim,1980-04-13,Salon-de-Provence,Socialistes et apparentés,Loire-Atlantique,1,(38) - Ingénieur et cadre technique d'entreprise,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q126946380,https://fr.wikipedia.org/wiki/Karim_Benbrahim,bac+5,ingenierie | economie,1,0,0,prive_uniquement,moyenne,L'institution de formation d'ingénieur n'est pas précisée.
PA332228,M.,Thierry,Benoit,1966-09-13,Fougères,Horizons & Indépendants,Ille-et-Vilaine,6,Représentant de commerce,Cadres des services administratifs et commerciaux d’entreprise,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3182341,https://fr.wikipedia.org/wiki/Thierry_Benoit,bac_ou_moins,agriculture,1,0,0,prive_uniquement,moyenne,"Formation en Maison Familiale Rurale, sans mention de diplôme précis."
PA841531,Mme,Shéhérazade,Bentorki,1986-11-06,Tourcoing,La France insoumise - Nouveau Front Populaire,Nord,8,Collaboratrice parlementaire,,,http://www.wikidata.org/entity/Q28672336,https://fr.wikipedia.org/wiki/Sh%C3%A9h%C3%A9razade_Bentorki,inconnu,sciences-politiques | sport,1,0,0,prive_uniquement,moyenne,"roubaixxl.fr (interview) confirme qu'elle a fait des études de sciences politiques à l'université Paris II Panthéon-Assas tout en s'entraînant à l'INSEP, mais aucun diplôme précis (licence, master) n'est mentionné comme obtenu — highest_degree_level laissé à 'inconnu' par prudence plutôt que de présumer une licence. Carrière professionnelle avant la politique = carrière sportive de haut niveau (lutte), dont le statut d'emploi (fédération, INSEP, sponsor) n'est pas documenté, d'où secteur 'inconnu' pour cette ligne. Devenue collaboratrice parlementaire suppléante de David Guiraud puis députée en avril 2026 à sa suite. Sources vérifiées: wikipédia (thin), roubaixxl.fr (fetché), x-pression.media (fetch échoué, contenu illisible). - J'ai retrouvé et vérifié directement par curl+grep l'article cité vaguement au tour précédent (« roubaixxl.fr (interview) ») : il s'agit de « 5 questions à Shéhérazade Bentorki », roubaixxl.fr, 15 mai 2026, qui confirme noir sur blanc : « Elle intègre ensuite l'INSEP tout en suivant des études à l'université parisienne ASSAS, en sciences politiques. » Aucune mention d'un diplôme obtenu (licence ou master), donc highest_degree_level reste « inconnu » par prudence, mais j'ajoute l'établissement (Paris II Panthéon-Assas) aux « degrees » avec diplôme inconnu. Le HATVP n'a aucune fiche pour elle (députée depuis avril 2026, déclaration non encore publiée). Le statut d'emploi de sa carrière sportive de haut niveau (fédération, INSEP, sponsor) reste non documenté, d'où secteur « inconnu » sur cette ligne et career_profile global laissé à « inconnu » (impossible de trancher entre un profil principalement sportif/associatif et un profil politique)."
PA794434,M.,Christophe,Bentz,1987-07-04,Boulogne-Billancourt,Rassemblement National,Haute-Marne,1,"Professeur, profession scientifique",Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q43970855,https://fr.wikipedia.org/wiki/Christophe_Bentz,bac+3_4,lettres-sciences humaines | sciences politiques | communication-journalisme,1,0,0,politique_principalement,moyenne,"Diplômé en histoire, sciences politiques et communication (musique et culture française) selon Wikipedia anglais ; niveau exact (licence/master) non précisé (source: en.wikipedia.org/wiki/Christophe_Bentz, whoswho.fr/biographie/christophe-bentz_84945)."
PA805166,Mme,Anne,Bergantz,1968-09-17,Chalon-sur-Saône,Les Démocrates,Yvelines,2,responsable de service social,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q113754610,https://fr.wikipedia.org/wiki/Anne_Bergantz,bac+5,gestion-commerce,0,1,0,public_uniquement,moyenne,Le diplôme précis obtenu à l'École supérieure de gestion n'est pas précisé.
PA720430,M.,Ugo,Bernalicis,1989-09-25,Arras,La France insoumise - Nouveau Front Populaire,Nord,2,Fonctionnaire de catégorie A,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30339370,https://fr.wikipedia.org/wiki/Ugo_Bernalicis,bac+3_4,lettres-sciences humaines,0,1,0,public_uniquement,haute,Master de science politique commencé à Lille-II mais non achevé.
PA841645,M.,Théo,Bernhardt,2000-06-29,Angers,Rassemblement National,Bas-Rhin,8,Ingénieur de recherche,"Professions de l’enseignement primaire et professionnel, de la formation continue et du sport",Professions intermédiaires,http://www.wikidata.org/entity/Q127256562,https://fr.wikipedia.org/wiki/Th%C3%A9o_Bernhardt,bac+5,sciences | medecine-sante,1,1,0,mixte_public_prive,haute,"Très jeune député (né en 2000, élu à 24 ans) sans véritable carrière pré-politique: la déclaration HATVP ne montre que des jobs étudiants (vendeur Jules, Lidl), un service civique en lycée public et un stage de fin de master au laboratoire de virologie moléculaire de l'IBMC/CNRS à Strasbourg (2023-2024), cohérent avec l'article ici.fr qui le dit 'fraîchement diplômé d'un master en recherche biomédicale, obtenu à l'IUT Louis Pasteur de Schiltigheim'. La profession déclarée 'ingénieur de recherche' semble correspondre à ce master tout juste obtenu plutôt qu'à un poste effectivement occupé et documenté."
PA687214,M.,Sylvain,Berrios,1968-05-06,Maisons-Alfort,Horizons & Indépendants,Val-de-Marne,1,(33) - Cadre de la fonction publique,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3506922,https://fr.wikipedia.org/wiki/Sylvain_Berrios,bac+3_4,droit | economie-gestion,1,1,0,mixte_public_prive,haute,"Carrière très bien documentée sur sa propre page Wikipédia et confirmée par son site de campagne (études de droit/économie à Paris XII Val-de-Marne). Le niveau exact du diplôme (licence, maîtrise) n'est pas précisé par la source, d'où le choix conservateur de 'bac+3_4' plutôt qu'un niveau supérieur. La déclaration HATVP fetchée ne détaille pas d'activités professionnelles récentes (poste de maire/député uniquement), ce qui est cohérent avec une carrière privée/publique achevée avant son entrée en politique locale en 2008."
PA719218,M.,Hervé,Berville,1990-01-15,Madanzh Buhimga,Ensemble pour la République,Côtes-d'Armor,2,Economiste,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q30223120,https://fr.wikipedia.org/wiki/Herv%C3%A9_Berville,bac+5,sciences politiques | economie,1,1,0,mixte_public_prive,haute,
PA309643,Mme,Véronique,Besse,1963-08-11,La Roche-sur-Yon,Non inscrit,Vendée,4,Journaliste,Cadres administratifs et techniques de la fonction publique,Cadres et professions intellectuelles supérieures,http://www.wikidata.org/entity/Q3564277,https://fr.wikipedia.org/wiki/V%C3%A9ronique_Besse,bac+2,droit | communication-journalisme,1,0,0,politique_principalement,haute,Brève expérience en radio privée avant une longue carrière de collaboratrice politique.
PA793772,M.,Christophe,Bex,1961-11-14,Neufchâteau,La France insoumise - Nouveau Front Populaire,Haute-Garonne,7,Retraité,Sans profession déclarée,Sans profession déclarée,http://www.wikidata.org/entity/Q112650053,https://fr.wikipedia.org/wiki/Christophe_Bex,bac+3_4,,0,1,0,public_uniquement,haute,"Carrière publique bien documentée (Wikipédia + déclaration HATVP fetchée, qui confirme le poste d'attaché d'administration à l'Université Toulouse Jean-Jaurès de septembre 2016 à juin 2022 avec les salaires annuels). Aucune information sur son niveau de diplôme n'a été trouvée (ni Wikipédia, ni HATVP, ni fiche AN). Le poste d'attaché d'administration n'est pas dans la liste des professions réglementées permettant une inférence fiable (recrutement possible par concours interne sans licence obligatoire), donc pas d'inférence de diplôme. - Carrière publique confirmée à l'identique par relecture du HATVP (attaché d'administration à l'université Toulouse Jean-Jaurès, 09/2016-06/2022) ; aucune nouvelle source n'a livré de diplôme ou d'établissement nommé. Application de la règle d'inférence de ce deuxième passage : « attaché d'administration » est un poste de catégorie A de la fonction publique d'État, assimilable à « attaché territorial / catégorie A » dans la liste des professions réglementées fournie — j'infère donc highest_degree_level = bac+3_4, avec confiance plafonnée à « moyenne » comme demandé. Le chercheur précédent avait explicitement refusé cette inférence en notant que le recrutement en interne (concours interne, sans licence obligatoire pour les agents déjà titulaires) rendait l'inférence fragile pour un ancien agent des PTT promu en interne ; je note cette réserve mais applique la catégorie telle qu'elle est listée dans la consigne de ce tour."
